Ticker;Name;Country;Type;Sector;Sub Sector;Segment
LJAQ;LightJump Acquisition Corporation Common Stock;United States;;Finance;;Business Services
LJAQU;LightJump Acquisition Corporation Unit;United States;;Finance;;Business Services
LJAQW;LightJump Acquisition Corporation Warrant;United States;;Finance;;Business Services
LJPC;La Jolla Pharmaceutical Company Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
LKCO;Luokung Technology Corp Ordinary Shares;China;;Consumer Services;;Telecommunications Equipment
LKFN;Lakeland Financial Corporation Common Stock;United States;;Finance;;Major Banks
LKQ;LKQ Corporation Common Stock;United States;;Capital Goods;;Automotive Aftermarket
LL;Lumber Liquidators Holdings Inc Common Stock;United States;;Consumer Services;;RETAIL: Building Materials
LLNW;Limelight Networks Inc. Common Stock;United States;;;;
LLY;Eli Lilly and Company Common Stock;United States;;Health Care;;Major Pharmaceuticals
LMACA;Liberty Media Acquisition Corporation Series A Common Stock;United States;;;;
LMACU;Liberty Media Acquisition Corporation Unit;United States;;;;
LMACW;Liberty Media Acquisition Corporation Warrants;United States;;Finance;;Business Services
LMAO;LMF Acquisition Opportunities Inc. Class A common stock;United States;;;;
LMAOU;LMF Acquisition Opportunities Inc. Unit;United States;;;;
LMAOW;LMF Acquisition Opportunities Inc. Warrant;United States;;Finance;;Business Services
LMAT;LeMaitre Vascular Inc. Common Stock;United States;;Health Care;;Medical/Dental Instruments
LMB;Limbach Holdings Inc. Common Stock;United States;;Consumer Services;;Military/Government/Technical
LMFA;LM Funding America Inc. Common Stock;United States;;Finance;;Finance: Consumer Services
LMND;Lemonade Inc. Common Stock;United States;;Finance;;Property-Casualty Insurers
LMNL;Liminal BioSciences Inc. Common Shares;Canada;;;;
LMNR;Limoneira Co Common Stock;United States;;;;
LMNX;Luminex Corporation Common Stock;United States;;Health Care;;Medical/Dental Instruments
LMPX;LMP Automotive Holdings Inc. Common Stock;United States;;;;
LMRK;Landmark Infrastructure Partners LP Common Units;United States;;Consumer Services;;Real Estate
LMRKN;Landmark Infrastructure Partners LP 7% Series C Fltg/Fxd Perpetual Conv Preferred Stock;United States;;Consumer Services;;Real Estate
LMRKO;Landmark Infrastructure Partners LP Perpetual Preferred Units Series B 7.90%;United States;;Consumer Services;;Real Estate
LMRKP;Landmark Infrastructure Partners LP 8.00% Series A Cumulative Redeemable Perpetual Preferred Units;United States;;Consumer Services;;Real Estate
LMST;Limestone Bancorp Inc. Common Stock;United States;;Finance;;Major Banks
LMT;Lockheed Martin Corporation Common Stock;United States;;Capital Goods;;Aerospace
LNC;Lincoln National Corporation Common Stock;United States;;Finance;;Life Insurance
LND;Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil);Brazil;;Consumer Non-Durables;;Farming/Seeds/Milling
LNDC;Landec Corporation Common Stock (DE);United States;;Consumer Non-Durables;;Farming/Seeds/Milling
LNFA;"L&ampÂ;F Acquisition Corp. Class A Ordinary Shares";United States;;Finance;;Business Services
LNG;Cheniere Energy Inc. Common Stock;United States;;Public Utilities;;Oil/Gas Transmission
LNN;Lindsay Corporation Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
LNSR;LENSAR Inc. Common Stock;United States;;Health Care;;Medical Electronics
LNT;Alliant Energy Corporation Common Stock;United States;;Public Utilities;;Power Generation
LNTH;Lantheus Holdings Inc. Common Stock;United States;;Health Care;;Medical Specialities
LOAN;Manhattan Bridge Capital Inc;United States;;Consumer Services;;Real Estate Investment Trusts
LOB;Live Oak Bancshares Inc. Common Stock;United States;;Finance;;Commercial Banks
LOCO;El Pollo Loco Holdings Inc. Common Stock;United States;;Consumer Services;;Restaurants
LODE;Comstock Mining Inc. Common Stock;United States;;Finance;;Real Estate
LOGC;LogicBio Therapeutics Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
LOGI;Logitech International S.A. Ordinary Shares;United States;;Technology;;Computer peripheral equipment
LOKB;Live Oak Acquisition Corp. II Class A Common Stock;;;;;
LOKM;Live Oak Mobility Acquisition Corp. Class A Common Stock;;;Finance;;Business Services
LOMA;Loma Negra Compania Industrial Argentina Sociedad Anonima ADS;Argentina;;Capital Goods;;Building Materials
LOOP;Loop Industries Inc. Common Stock;Canada;;;;
LOPE;Grand Canyon Education Inc. Common Stock;United States;;Miscellaneous;;Service to the Health Industry
LORL;Loral Space and Communications Inc. Common Stock;United States;;Public Utilities;;Telecommunications Equipment
LOTZ;CarLotz Inc. Class A Common Stock;United States;;Consumer Services;;Other Specialty Stores
LOTZW;CarLotz Inc. Warrant;United States;;Consumer Services;;Other Specialty Stores
LOV;Spark Networks Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share);United States;;Miscellaneous;;Other Consumer Services
LOVE;The Lovesac Company Common Stock;United States;;;;
LOW;Lowe's Companies Inc. Common Stock;United States;;Consumer Services;;RETAIL: Building Materials
LPCN;Lipocine Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
LPG;Dorian LPG Ltd. Common Stock;;;Transportation;;Marine Transportation
LPI;Laredo Petroleum Inc. Common Stock;United States;;Energy;;Oil & Gas Production
LPL;LG Display Co Ltd AMERICAN DEPOSITORY SHARES;South Korea;;Capital Goods;;Industrial Machinery/Components
LPLA;LPL Financial Holdings Inc. Common Stock;United States;;Finance;;Investment Bankers/Brokers/Service
LPRO;Open Lending Corporation Class A Common Stock;United States;;Finance;;Finance: Consumer Services
LPSN;LivePerson Inc. Common Stock;United States;;Technology;;EDP Services
LPTH;LightPath Technologies Inc. Class A Common Stock;United States;;Capital Goods;;Electronic Components
LPTX;Leap Therapeutics Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
LPX;Louisiana-Pacific Corporation Common Stock;United States;;;;
LQDA;Liquidia Corporation Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
LQDT;Liquidity Services Inc. Common Stock;United States;;Consumer Services;;Catalog/Specialty Distribution
LRCX;Lam Research Corporation Common Stock;United States;;Technology;;Industrial Machinery/Components
LRMR;Larimar Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
LRN;Stride Inc. Common Stock;United States;;Miscellaneous;;Other Consumer Services
LSAQ;LifeSci Acquisition II Corp. Common Stock;United States;;;;
LSBK;Lake Shore Bancorp Inc. Common Stock;United States;;Finance;;Savings Institutions
LSCC;Lattice Semiconductor Corporation Common Stock;United States;;Technology;;Semiconductors
LSEA;Landsea Homes Corporation Common Stock;United States;;;;
LSEAW;Landsea Homes Corporation Warrant;United States;;;;
LSF;Laird Superfood Inc. Common Stock;;;Consumer Non-Durables;;Specialty Foods
LSI;Life Storage Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
LSPD;Lightspeed POS Inc. Subordinate Voting Shares;;;;;
LSTR;Landstar System Inc. Common Stock;United States;;Transportation;;Trucking Freight/Courier Services
LSXMA;Liberty Media Corporation Series A Liberty SiriusXM Common Stock;United States;;Consumer Services;;Broadcasting
LSXMB;Liberty Media Corporation Series B Liberty SiriusXM Common Stock;United States;;Consumer Services;;Broadcasting
LSXMK;Liberty Media Corporation Series C Liberty SiriusXM Common Stock;United States;;Consumer Services;;Broadcasting
LTBR;Lightbridge Corporation Common Stock;United States;;Miscellaneous;;Business Services
LTC;LTC Properties Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
LTCH;Latch Inc. Common Stock;United States;;;;
LTCHW;Latch Inc. Warrant expiring 6/4/2026;United States;;;;
LTHM;Livent Corporation Common Stock;United States;;Basic Industries;;Industrial Specialties
LTRN;Lantern Pharma Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
LTRPA;Liberty TripAdvisor Holdings Inc. Series A Common Stock;United States;;;;
LTRPB;Liberty TripAdvisor Holdings Inc. Series B Common Stock;United States;;;;
LTRX;Lantronix Inc. Common Stock;United States;;Capital Goods;;Telecommunications Equipment
LU;Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share;China;;Finance;;Finance: Consumer Services
LUB;Luby's Inc. Common Stock;United States;;Consumer Services;;Restaurants
LULU;lululemon athletica inc. Common Stock;Canada;;;;
LUMN;Lumen Technologies Inc. Common Stock;United States;;Public Utilities;;Telecommunications Equipment
LUMO;Lumos Pharma Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
LUNA;Luna Innovations Incorporated Common Stock;United States;;Health Care;;Biotechnology: Commercial Physical & Biological Resarch
LUNG;Pulmonx Corporation Common Stock;United States;;Health Care;;Industrial Specialties
LUV;Southwest Airlines Company Common Stock;United States;;Transportation;;Air Freight/Delivery Services
LUXA;Lux Health Tech Acquisition Corp. Class A Common Stock;United States;;;;
LUXAU;Lux Health Tech Acquisition Corp. Units;United States;;;;
LUXAW;Lux Health Tech Acquisition Corp. Warrants;United States;;Finance;;Business Services
LUXE;Emles Trust Emles Luxury Goods ETF;;;;;
LVRA;Levere Holdings Corp. Class A Ordinary Shares;Cayman Islands;;Finance;;Business Services
LVRAU;Levere Holdings Corp. Unit;Cayman Islands;;Finance;;Business Services
LVS;Las Vegas Sands Corp. Common Stock;United States;;Consumer Services;;Hotels/Resorts
LVTX;LAVA Therapeutics N.V. Ordinary Shares;Netherlands;;Health Care;;Major Pharmaceuticals
LW;Lamb Weston Holdings Inc. Common Stock ;;;Consumer Non-Durables;;Specialty Foods
LWAC;Locust Walk Acquisition Corp. Class A Common Stock;United States;;Consumer Services;;Other Pharmaceuticals
LWACU;Locust Walk Acquisition Corp. Unit;United States;;Consumer Services;;Other Pharmaceuticals
LWACW;Locust Walk Acquisition Corp. Warrant;United States;;Finance;;Business Services
LWAY;Lifeway Foods Inc. Common Stock;United States;;Consumer Non-Durables;;Specialty Foods
LX;LexinFintech Holdings Ltd. American Depositary Shares;China;;Finance;;Finance: Consumer Services
LXEH;Lixiang Education Holding Co. Ltd. American Depositary Shares;China;;Consumer Services;;Other Consumer Services
LXFR;Luxfer Holdings PLC Ordinary Shares;United Kingdom;;Capital Goods;;Metal Fabrications
LXP;Lexington Realty Trust Common Stock;United States;;;;
LXP^C;Lexington Realty Trust  Preferred Conv. Series C;United States;;;;
LXRX;Lexicon Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
LXU;LSB Industries Inc. Common Stock;United States;;Basic Industries;;Industrial Specialties
LYB;LyondellBasell Industries NV Ordinary Shares Class A (Netherlands);Netherlands;;Basic Industries;;Major Chemicals
LYFE;2ndVote Life Neutral Plus ETF;;;;;
LYFT;Lyft Inc. Class A Common Stock;United States;;Technology;;EDP Services
LYG;Lloyds Banking Group Plc American Depositary Shares;United Kingdom;;Finance;;Commercial Banks
LYL;Dragon Victory International Limited Ordinary Shares;China;;Finance;;Finance/Investors Services
LYRA;Lyra Therapeutics Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
LYTS;LSI Industries Inc. Common Stock;United States;;Consumer Durables;;Building Products
LYV;Live Nation Entertainment Inc. Common Stock;United States;;Consumer Services;;Movies/Entertainment
LZB;La-Z-Boy Incorporated Common Stock;United States;;Consumer Durables;;Home Furnishings
M;Macy's Inc Common Stock;United States;;Consumer Services;;Department/Specialty Retail Stores
MA;Mastercard Incorporated Common Stock;United States;;Miscellaneous;;Business Services
MAA;Mid-America Apartment Communities Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
MAA^I;Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock;United States;;;;
MAAC;Montes Archimedes Acquisition Corp. Class A Common Stock;United States;;;;
MAACW;Montes Archimedes Acquisition Corp. Warrant;United States;;Finance;;Business Services
MAC;Macerich Company (The) Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
MACA;Moringa Acquisition Corp Class A Ordinary Shares;United States;;Finance;;Business Services
MACAU;Moringa Acquisition Corp Units;United States;;Finance;;Business Services
MACAW;Moringa Acquisition Corp Warrant;United States;;Finance;;Business Services
MACC;Mission Advancement Corp. Class A Common Stock;;;;;
MACK;Merrimack Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
MACQ;MCAP Acquisition Corporation Class A Common Stock;United States;;;;
MACQU;MCAP Acquisition Corporation Unit;United States;;Finance;;Business Services
MACQW;MCAP Acquisition Corporation Warrants;United States;;;;
MACU;Mallard Acquisition Corp. Common stock;United States;;;;
MACUU;Mallard Acquisition Corp. Unit;United States;;;;
MACUW;Mallard Acquisition Corp. Warrant;United States;;Finance;;Business Services
MAG;MAG Silver Corporation Ordinary Shares;Canada;;Basic Industries;;Precious Metals
MAGS;Magal Security Systems Ltd. Ordinary Shares;Israel;;Capital Goods;;Telecommunications Equipment
MAIN;Main Street Capital Corporation Common Stock;United States;;Finance;;Finance/Investors Services
MAMB;Monarch Ambassador Income ETF;;;;;
MAN;ManpowerGroup Common Stock;United States;;Technology;;Professional Services
MANH;Manhattan Associates Inc. Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
MANT;ManTech International Corporation Common Stock $0.01 Par Value;United States;;Technology;;EDP Services
MANU;Manchester United Ltd. Class A Ordinary Shares;United Kingdom;;Consumer Services;;Movies/Entertainment
MAPS;WM Technology Inc. Class A Common Stock ;United States;;;;
MAPSW;WM Technology Inc. Warrants ;United States;;;;
MAQC;Maquia Capital Acquisition Corporation Class A Common Stock;United States;;;;
MAQCU;Maquia Capital Acquisition Corporation Unit;United States;;;;
MAQCW;Maquia Capital Acquisition Corporation Warrant;United States;;Finance;;Business Services
MAR;Marriott International Class A Common Stock;United States;;Consumer Services;;Hotels/Resorts
MARA;Marathon Digital Holdings Inc. Common Stock;United States;;Finance;;Investment Managers
MARK;Remark Holdings Inc. Common Stock;United States;;Consumer Services;;Telecommunications Equipment
MARPS;Marine Petroleum Trust Units of Beneficial Interest;United States;;Energy;;Oilfield Services/Equipment
MARZ;TrueShares Structured Outcome (March) ETF;United States;;;;
MAS;Masco Corporation Common Stock;United States;;Capital Goods;;Building Products
MASI;Masimo Corporation Common Stock;United States;;Health Care;;Medical/Dental Instruments
MASS;908 Devices Inc. Common Stock;United States;;Health Care;;Medical/Dental Instruments
MAT;Mattel Inc. Common Stock;United States;;Consumer Non-Durables;;Recreational Products/Toys
MATW;Matthews International Corporation Class A Common Stock;United States;;Miscellaneous;;Other Consumer Services
MATX;Matson Inc. Common Stock;United States;;Transportation;;Marine Transportation
